Ticker,Name,Sector,Industry,Price,P_Target,Prob_Up %,Analyst_recomm,Buy_percent,Sell_percent,Analysts_number
BDX,"Becton, Dickinson and Company",Healthcare,Medical Instruments & Supplies,256.55,286.92,11.84,buy,66.67,0.0,15
BLZE,"Backblaze, Inc.",Technology,Software—Infrastructure,4.29,10.23,138.46,buy,100.0,0.0,8
RIVN,"Rivian Automotive, Inc.",Consumer Cyclical,Auto Manufacturers,13.53,23.65,74.8,buy,60.87,8.7,23
SXT,Sensient Technologies Corporati,Basic Materials,Specialty Chemicals,69.56,85.0,22.2,buy,60.0,0.0,5
EVTC,"Evertec, Inc.",Technology,Software—Infrastructure,35.07,36.2,3.22,buy,28.57,0.0,7
CNTB,Connect Biopharma Holdings Limi,Healthcare,Biotechnology,1.22,6.32,418.03,strong_buy,100.0,0.0,2
SFBS,"ServisFirst Bancshares, Inc.",Financial Services,Banks—Regional,40.73,53.5,31.35,hold,0.0,0.0,4
STRR,"Star Equity Holdings, Inc.",Healthcare,Diagnostics & Research,1.34,5.13,282.84,buy,100.0,0.0,2
NVRO,Nevro Corp.,Healthcare,Medical Devices,24.9,38.0,52.61,hold,100.0,0.0,10
PDCE,"PDC Energy, Inc.",Energy,Oil & Gas E&P,68.34,84.45,23.57,buy,68.0,0.0,25
NMAN.ST,Nederman Holding AB,Industrials,Specialty Industrial Machinery,211.0,275.0,30.33,none,100.0,0.0,1
BLFY,Blue Foundry Bancorp,Financial Services,Banks—Regional,10.13,9.32,-8.0,hold,0.0,0.0,2
RBLX,Roblox Corporation,Communication Services,Electronic Gaming & Multimedia,37.85,42.79,13.05,hold,0.0,100.0,1
TTWO,"Take-Two Interactive Software, ",Communication Services,Electronic Gaming & Multimedia,141.85,149.85,5.64,buy,80.0,5.0,20
NTRA,"Natera, Inc.",Healthcare,Diagnostics & Research,51.37,73.79,43.64,buy,100.0,0.0,6
BCH,Banco De Chile Banco De Chile,Financial Services,Banks—Regional,20.24,22.22,9.78,hold,11.11,0.0,9
6269.T,MODEC INC(JAPAN),Energy,Oil & Gas Equipment & Services,1410.0,1550.0,9.93,hold,100.0,0.0,4
HNST,"The Honest Company, Inc.",Consumer Defensive,Household & Personal Products,1.73,2.75,58.96,buy,40.0,0.0,5
CYBN,Cybin Inc.,Healthcare,Biotechnology,0.28,4.38,1464.29,buy,100.0,0.0,5
VRSK,"Verisk Analytics, Inc.",Industrials,Consulting Services,224.35,221.71,-1.18,buy,45.0,5.0,20
ICFI,"ICF International, Inc.",Industrials,Consulting Services,121.89,137.0,12.4,strong_buy,57.14,0.0,7
SRPT,"Sarepta Therapeutics, Inc.",Healthcare,Biotechnology,114.09,174.26,52.74,buy,94.44,0.0,18
3563.T,FOOD & LIFE COMPANIES LTD,Consumer Cyclical,Restaurants,2955.5,3812.5,29.0,buy,50.0,0.0,4
QUOT,Quotient Technology Inc.,Communication Services,Advertising Agencies,3.88,4.0,3.09,hold,100.0,0.0,7
COO,"The Cooper Companies, Inc.",Healthcare,Medical Instruments & Supplies,372.78,404.75,8.58,buy,66.67,0.0,15
2695.T,KURA SUSHI INC,Consumer Cyclical,Restaurants,3095.0,3333.3,7.7,hold,66.67,0.0,3
LOMA,Loma Negra Compania Industrial ,Basic Materials,Building Materials,6.65,8.24,23.91,hold,40.0,0.0,5
EXEL,"Exelixis, Inc.",Healthcare,Biotechnology,19.86,25.4,27.9,buy,60.0,0.0,10
CASY,"Caseys General Stores, Inc.",Consumer Cyclical,Specialty Retail,224.66,262.64,16.91,buy,46.15,0.0,13
QIWI,QIWI plc,Technology,Software—Infrastructure,5.67,14.49,155.56,hold,20.0,20.0,10
DSG.TO,DESCARTES SYS,Technology,Software—Application,100.86,127.98,26.89,buy,66.67,0.0,3
GTLS,"Chart Industries, Inc.",Industrials,Specialty Industrial Machinery,149.34,190.29,27.42,buy,45.45,0.0,11
FWRG,"First Watch Restaurant Group, I",Consumer Cyclical,Restaurants,16.1,21.25,31.99,strong_buy,87.5,0.0,8
EQRX,"EQRx, Inc.",Healthcare,Biotechnology,1.89,2.55,34.92,hold,25.0,25.0,4
ATEC,"Alphatec Holdings, Inc.",Healthcare,Medical Devices,16.25,19.72,21.35,buy,66.67,0.0,3
EPD,Enterprise Products Partners L.,Energy,Oil & Gas Midstream,25.78,32.22,24.98,buy,91.67,0.0,24
4202.T,DAICEL CORPORATION,Basic Materials,Specialty Chemicals,1272.0,1340.0,5.35,buy,66.67,0.0,9
CAAP,Corporacion America Airports SA,Industrials,Airports & Air Services,11.78,10.15,-13.84,hold,100.0,0.0,4
AFG,"American Financial Group, Inc.",Financial Services,Insurance—Property & Casualty,116.03,166.33,43.35,buy,66.67,0.0,6
TOST,"Toast, Inc.",Technology,Software—Infrastructure,21.54,23.63,9.7,buy,42.86,4.76,21
ZIM,ZIM Integrated Shipping Service,Industrials,Marine Shipping,12.18,16.0,31.36,underperform,0.0,100.0,1
CGBD,"Carlyle Secured Lending, Inc.",Financial Services,Asset Management,14.52,14.94,2.89,buy,100.0,0.0,4
CRSP,CRISPR Therapeutics AG,Healthcare,Biotechnology,56.03,84.12,50.13,buy,50.0,0.0,6
CRI,"Carter's, Inc.",Consumer Cyclical,Apparel Retail,65.15,68.29,4.82,hold,75.0,0.0,12
HSCS,"Heart Test Laboratories, Inc.",Healthcare,Medical Devices,0.95,3.5,268.42,buy,100.0,0.0,3
TSHA,"Taysha Gene Therapies, Inc.",Healthcare,Biotechnology,0.66,5.13,677.27,buy,88.89,0.0,9
MYE,"Myers Industries, Inc.",Consumer Cyclical,Packaging & Containers,19.04,25.38,33.3,buy,33.33,33.33,3
7458.T,DAIICHIKOSHO CO,Consumer Cyclical,Leisure,2539.5,2740.0,7.9,buy,100.0,0.0,1
DTIL,"Precision BioSciences, Inc.",Healthcare,Biotechnology,0.58,6.29,984.48,buy,71.43,0.0,7
GDDY,GoDaddy Inc.,Technology,Software—Infrastructure,72.35,91.61,26.62,buy,76.47,0.0,17
KIRK,"Kirkland's, Inc.",Consumer Cyclical,Home Improvement Retail,2.82,4.88,73.05,buy,100.0,0.0,3
FBNC,First Bancorp,Financial Services,Banks—Regional,30.19,40.55,34.32,buy,71.43,0.0,7
HO.PA,THALES,Industrials,Aerospace & Defense,134.65,151.4,12.44,buy,56.25,0.0,16
TME,Tencent Music Entertainment Gro,Communication Services,Internet Content & Information,7.45,9.9,32.89,buy,73.08,0.0,26
BIOC,"Biocept, Inc.",Healthcare,Diagnostics & Research,1.46,4.0,173.97,hold,100.0,0.0,3
TDS,"Telephone and Data Systems, Inc",Communication Services,Telecom Services,7.28,15.0,106.04,hold,50.0,0.0,6
AMKR,"Amkor Technology, Inc.",Technology,Semiconductors,25.9,28.7,10.81,buy,0.0,33.33,3
TDCX,TDCX Inc.,Industrials,Specialty Business Services,8.14,12.0,47.42,buy,40.0,0.0,5
QCOM,QUALCOMM Incorporated,Technology,Semiconductors,113.43,134.38,18.47,buy,43.48,0.0,23
HONE,"HarborOne Bancorp, Inc.",Financial Services,Banks—Regional,9.13,12.75,39.65,buy,50.0,0.0,2
ROST,"Ross Stores, Inc.",Consumer Cyclical,Apparel Retail,108.66,119.42,9.9,buy,68.0,0.0,25
HRZN,Horizon Technology Finance Corp,Financial Services,Asset Management,11.66,11.84,1.54,hold,14.29,14.29,7
SU,Suncor Energy  Inc.,Energy,Oil & Gas Integrated,28.43,39.83,40.1,buy,71.43,0.0,14
CCRD,CoreCard Corporation,Technology,Software—Application,25.01,33.5,33.95,strong_buy,100.0,0.0,1
DLHC,DLH Holdings Corp.,Industrials,Specialty Business Services,10.01,21.0,109.79,buy,100.0,0.0,2
CRBU,"Caribou Biosciences, Inc.",Healthcare,Biotechnology,4.33,28.43,556.58,strong_buy,100.0,0.0,7
HVN.AX,HARVEY FPO,Consumer Cyclical,Specialty Retail,3.22,3.91,21.43,hold,22.22,44.44,9
BTAI,"BioXcel Therapeutics, Inc.",Healthcare,Biotechnology,18.84,53.0,181.32,buy,100.0,0.0,4
TSM,Taiwan Semiconductor Manufactur,Technology,Semiconductors,101.91,110.48,8.41,buy,16.67,0.0,6
SAMG,Silvercrest Asset Management Gr,Financial Services,Asset Management,20.13,24.0,19.23,strong_buy,100.0,0.0,1
LOGI,Logitech International S.A. - R,Technology,Computer Hardware,55.8,64.83,16.18,buy,50.0,0.0,4
THRY,"Thryv Holdings, Inc.",Communication Services,Internet Content & Information,24.32,33.5,37.75,buy,100.0,0.0,5
6268.T,NABTESCO CORP,Industrials,Specialty Industrial Machinery,3242.0,3408.5,5.14,hold,25.0,16.67,12
MGM,MGM Resorts International,Consumer Cyclical,Resorts & Casinos,41.38,57.31,38.5,buy,76.47,0.0,17
NMM,Navios Maritime Partners LP,Industrials,Marine Shipping,21.0,40.0,90.48,buy,44.44,11.11,9
BMBL,Bumble Inc.,Technology,Software—Application,17.18,24.41,42.08,buy,63.64,0.0,22
UFI,"Unifi, Inc. New",Consumer Cyclical,Textile Manufacturing,7.53,14.0,85.92,hold,100.0,0.0,2
7747.T,ASAHI INTECC CO LTD,Healthcare,Medical Instruments & Supplies,2803.0,3159.1,12.7,buy,84.62,0.0,13
UNIT,Uniti Group Inc.,Real Estate,REIT—Specialty,4.14,5.33,28.74,hold,63.64,0.0,11
4763.T,CREEK & RIVER,Industrials,Consulting Services,1967.0,2700.0,37.26,buy,100.0,0.0,1
XTC.TO,EXCO TECH,Consumer Cyclical,Auto Parts,7.58,10.75,41.82,buy,50.0,0.0,6
POM.PA,PLASTIC OMNIUM,Consumer Cyclical,Auto Parts,15.97,19.0,18.97,hold,58.33,8.33,12
POWW,"AMMO, Inc.",Industrials,Aerospace & Defense,2.2,2.83,28.64,buy,66.67,0.0,3
AVTR,"Avantor, Inc.",Basic Materials,Specialty Chemicals,19.67,25.11,27.66,buy,76.19,0.0,21
2282.T,NH FOODS LTD,Consumer Defensive,Packaged Foods,3914.0,4366.7,11.57,buy,44.44,0.0,9
CARS,Cars.com Inc.,Consumer Cyclical,Auto & Truck Dealerships,18.58,21.67,16.63,buy,66.67,0.0,3
FOXF,Fox Factory Holding Corp.,Consumer Cyclical,Auto Parts,97.51,124.14,27.31,buy,12.5,0.0,8
IPGP,IPG Photonics Corporation,Technology,Semiconductor Equipment & Materials,133.39,138.14,3.56,buy,70.0,0.0,10
FERG,Ferguson plc,Industrials,Industrial Distribution,150.62,155.27,3.09,buy,57.14,14.29,14
ZS,"Zscaler, Inc.",Technology,Software—Infrastructure,142.7,175.39,22.91,buy,41.67,0.0,12
BRDS,"Bird Global, Inc.",Industrials,Rental & Leasing Services,2.14,167.5,7727.1,hold,0.0,0.0,1
REX,REX American Resources Corporat,Basic Materials,Specialty Chemicals,32.93,39.5,19.95,strong_buy,100.0,0.0,1
CLOV,"Clover Health Investments, Corp",Healthcare,Healthcare Plans,0.89,1.46,64.04,hold,16.67,33.33,6
FCN,"FTI Consulting, Inc.",Industrials,Consulting Services,188.22,219.0,16.35,buy,0.0,0.0,4
IEP,Icahn Enterprises L.P. - Deposi,Energy,Oil & Gas Refining & Marketing,27.43,43.0,56.76,strong_buy,50.0,50.0,2
PULM,"Pulmatrix, Inc.",Healthcare,Biotechnology,2.69,10.0,271.75,none,100.0,0.0,1
MOH,Molina Healthcare Inc,Healthcare,Healthcare Plans,287.94,344.87,19.77,buy,30.77,7.69,13
XPO,"XPO, Inc.",Industrials,Trucking,51.44,52.5,2.06,buy,90.0,0.0,20
A,"Agilent Technologies, Inc.",Healthcare,Diagnostics & Research,119.42,143.39,20.07,buy,78.57,0.0,14
ENB,Enbridge Inc,Energy,Oil & Gas Midstream,36.19,45.11,24.65,buy,50.0,0.0,12
DTST,Data Storage Corporation,Technology,Information Technology Services,2.05,8.0,290.24,buy,100.0,0.0,1
DRRX,DURECT Corporation,Healthcare,Drug Manufacturers—Specialty & Generic,5.09,36.25,612.18,buy,33.33,0.0,3
NABL,"N-able, Inc.",Technology,Information Technology Services,14.26,15.5,8.7,buy,60.0,0.0,5
TPVG,TriplePoint Venture Growth BDC ,Financial Services,Asset Management,11.25,10.75,-4.44,hold,33.33,0.0,3
SML.NZ,Synlait Milk Limited (NS) Ordin,Consumer Defensive,Packaged Foods,1.66,2.35,41.57,hold,40.0,40.0,5
ZEUS,"Olympic Steel, Inc.",Basic Materials,Steel,45.83,53.0,15.64,buy,0.0,0.0,2
FC,Franklin Covey Company,Industrials,Consulting Services,35.12,72.0,105.01,buy,50.0,0.0,4
VPG,"Vishay Precision Group, Inc.",Technology,Scientific & Technical Instruments,36.37,50.33,38.38,buy,100.0,0.0,2
HLMN,Hillman Solutions Corp.,Industrials,Tools & Accessories,8.29,11.09,33.78,buy,100.0,0.0,8
FXNC,First National Corporation,Financial Services,Banks—Regional,16.9,18.0,6.51,strong_buy,100.0,0.0,1
AL,Air Lease Corporation,Industrials,Rental & Leasing Services,40.18,52.67,31.09,buy,72.73,9.09,11
GNPX,"Genprex, Inc.",Healthcare,Biotechnology,0.74,5.5,643.24,buy,100.0,0.0,1
AGFB.BR,AGFA-GEVAERT,Industrials,Specialty Industrial Machinery,2.31,3.7,60.17,buy,50.0,0.0,2
AAOI,"Applied Optoelectronics, Inc.",Technology,Communication Equipment,4.34,6.25,44.01,hold,66.67,22.22,9
HBT,"HBT Financial, Inc.",Financial Services,Banks—Regional,17.95,21.83,21.62,hold,40.0,20.0,5
XBIO,"Xenetic Biosciences, Inc.",Healthcare,Biotechnology,3.18,40.0,1157.86,buy,100.0,0.0,1
FRSX,Foresight Autonomous Holdings L,Consumer Cyclical,Auto Parts,2.16,24.0,1011.11,buy,100.0,0.0,1
AAWH,ASCEND WELLNESS HLDGS INC,Healthcare,Drug Manufacturers—Specialty & Generic,0.63,3.34,430.16,buy,100.0,0.0,3
JSLG3.SA,JSL         ON      NM,Industrials,Integrated Freight & Logistics,8.55,11.36,32.87,buy,66.67,0.0,6
DAVA,Endava plc,Technology,Software—Infrastructure,48.19,69.45,44.12,buy,33.33,0.0,6
RYN,Rayonier Inc. REIT,Real Estate,REIT—Specialty,28.42,33.5,17.87,hold,12.5,12.5,8
WHR,Whirlpool Corporation,Consumer Cyclical,"Furnishings, Fixtures & Appliances",140.59,146.83,4.44,hold,33.33,0.0,12
TTNP,"Titan Pharmaceuticals, Inc.",Healthcare,Biotechnology,0.65,7.0,976.92,hold,0.0,0.0,1
CMC,Commercial Metals Company,Basic Materials,Steel,51.5,58.83,14.23,buy,44.44,11.11,9
SYM,Symbotic Inc.,Financial Services,Shell Companies,39.51,34.08,-13.74,buy,91.67,0.0,12
CLAS-B.ST,Clas Ohlson AB ser. B,Consumer Cyclical,Specialty Retail,76.55,84.33,10.16,hold,25.0,50.0,4
ROG.SW,ROCHE GS,Healthcare,Drug Manufacturers—General,276.5,364.36,31.78,buy,100.0,0.0,1
MPW,"Medical Properties Trust, Inc.",Real Estate,REIT—Healthcare Facilities,8.68,12.09,39.29,buy,42.86,21.43,14
BNED,"Barnes & Noble Education, Inc",Consumer Cyclical,Specialty Retail,1.14,3.5,207.02,buy,50.0,0.0,2
GNTX,Gentex Corporation,Consumer Cyclical,Auto Parts,27.54,31.86,15.69,buy,45.45,18.18,11
4272.T,NIPPON KAYAKU CO,Basic Materials,Chemicals,1233.5,1330.0,7.82,none,0.0,100.0,1
LPLA,LPL Financial Holdings Inc.,Financial Services,Capital Markets,208.24,240.22,15.36,buy,50.0,10.0,10
OFS,OFS Capital Corporation,Financial Services,Asset Management,9.86,11.0,11.56,buy,75.0,0.0,4
TCRX,"TScan Therapeutics, Inc.",Healthcare,Biotechnology,2.7,10.0,270.37,buy,100.0,0.0,5
DB,Deutsche Bank AG,Financial Services,Banks—Regional,9.95,11.97,20.3,underperform,0.0,100.0,1
IGT,International Game Technology,Consumer Cyclical,Gambling,30.39,38.26,25.9,buy,66.67,0.0,6
MF.PA,WENDEL,Financial Services,Asset Management,92.9,122.2,31.54,buy,77.78,11.11,9
IVR,INVESCO MORTGAGE CAPITAL INC,Real Estate,REIT—Mortgage,11.1,10.5,-5.41,hold,50.0,0.0,4
TH.TO,THERATECHNOLOGIES,Healthcare,Biotechnology,1.2,3.0,150.0,buy,100.0,0.0,7
ALGS,"Aligos Therapeutics, Inc.",Healthcare,Biotechnology,0.97,4.0,312.37,buy,66.67,0.0,3
YALA,Yalla Group Limited,Technology,Software—Application,4.12,5.1,23.79,buy,50.0,0.0,2
EQBK,"Equity Bancshares, Inc.",Financial Services,Banks—Regional,24.34,27.6,13.39,buy,66.67,0.0,3
AMOT,"Allied Motion Technologies, Inc",Technology,Electronic Components,38.94,45.33,16.41,buy,50.0,0.0,2
VRAR,"The Glimpse Group, Inc.",Technology,Software—Infrastructure,3.73,7.0,87.67,buy,100.0,0.0,1
2427.T,OUTSOURCING INC,Industrials,Staffing & Employment Services,1363.5,1976.7,44.97,buy,100.0,0.0,6
APLS,"Apellis Pharmaceuticals, Inc.",Healthcare,Biotechnology,85.29,105.14,23.27,buy,100.0,0.0,3
4114.T,NIPPON SHOKUBAI CO,Basic Materials,Chemicals,5314.0,6795.0,27.87,buy,42.86,14.29,7
MPC,Marathon Petroleum Corporation,Energy,Oil & Gas Refining & Marketing,111.64,143.33,28.39,buy,73.68,0.0,19
2222.T,KOTOBUKI SPIRITS,Consumer Defensive,Confectioners,10820.0,10160.0,-6.1,buy,100.0,0.0,3
OWLT,"Owlet, Inc.",Healthcare,Medical Devices,0.34,1.93,467.65,buy,50.0,0.0,2
AAD.DE,AMADEUS FIRE AG,Industrials,Staffing & Employment Services,112.2,180.0,60.43,strong_buy,33.33,0.0,3
8850.T,STARTS CORPORATION,Real Estate,Real Estate—Diversified,2955.0,2800.0,-5.25,strong_buy,66.67,0.0,3
GIMB.BR,GIMV,Financial Services,Asset Management,44.35,51.0,14.99,buy,0.0,0.0,2
SBFG,"SB Financial Group, Inc.",Financial Services,Banks—Regional,12.61,17.0,34.81,none,100.0,0.0,1
MC.PA,LVMH,Consumer Cyclical,Luxury Goods,830.1,937.0,12.88,buy,63.64,3.03,33
9020.T,EAST JAPAN RAILWAY CO,Industrials,Railroads,7959.0,7864.2,-1.19,hold,70.0,0.0,10
NUVA,"NuVasive, Inc.",Healthcare,Medical Devices,41.05,48.73,18.71,hold,72.22,5.56,18
SCPH,scPharmaceuticals Inc.,Healthcare,Biotechnology,10.27,19.2,86.95,buy,100.0,0.0,3
BFIT.AS,BASIC-FIT,Consumer Cyclical,Leisure,33.66,42.6,26.56,buy,75.0,12.5,8
AIF.TO,ALTUS GROUP LIMITED,Real Estate,Real Estate Services,43.53,62.67,43.97,buy,87.5,0.0,8
DRCT,"Direct Digital Holdings, Inc.",Communication Services,Advertising Agencies,3.11,7.56,143.09,buy,100.0,0.0,4
PLXS,Plexus Corp.,Technology,Electronic Components,93.15,105.0,12.72,buy,12.5,12.5,8
GFF,Griffon Corporation,Industrials,Conglomerates,37.45,48.6,29.77,strong_buy,100.0,0.0,1
8848.T,LEOPALACE 21 CORP,Real Estate,Real Estate Services,282.0,315.0,11.7,hold,50.0,0.0,4
B2H.OL,B2HOLDING,Financial Services,Credit Services,6.81,11.53,69.31,buy,83.33,0.0,6
KIDS,OrthoPediatrics Corp.,Healthcare,Medical Devices,44.04,56.67,28.68,buy,100.0,0.0,4
CSTE,Caesarstone Ltd.,Industrials,Building Products & Equipment,5.3,6.5,22.64,buy,25.0,25.0,4
SNGX,"Soligenix, Inc.",Healthcare,Biotechnology,0.71,29.88,4108.45,buy,100.0,0.0,3
5393.T,NICHIAS CORP,Industrials,Conglomerates,2945.0,3150.0,6.96,buy,75.0,0.0,4
NVST,Envista Holdings Corporation,Healthcare,Medical Instruments & Supplies,33.5,44.5,32.84,buy,90.0,0.0,10
PHNX.L,PHOENIX GROUP HOLDINGS PLC ORD ,Financial Services,Insurance—Life,530.2,702.13,32.43,buy,50.0,10.0,10
ECMPA.AS,EUROCOMMERCIAL PROPERTIES,Real Estate,REIT—Retail,20.28,24.9,22.78,hold,75.0,0.0,12
RAD,Rite Aid Corporation,Healthcare,Pharmaceutical Retailers,1.9,1.5,-21.05,underperform,12.5,0.0,8
ADVM,"Adverum Biotechnologies, Inc.",Healthcare,Biotechnology,1.33,3.5,163.16,buy,66.67,0.0,3
CZFS,"Citizens Financial Services, In",Financial Services,Banks—Regional,84.15,96.04,14.13,strong_buy,100.0,0.0,1
GRIL,"Muscle Maker, Inc",Consumer Cyclical,Restaurants,1.24,2.4,93.55,buy,100.0,0.0,1
VERV,"Verve Therapeutics, Inc.",Healthcare,Biotechnology,18.55,42.8,130.73,buy,66.67,8.33,12
URI,"United Rentals, Inc.",Industrials,Rental & Leasing Services,404.38,433.56,7.22,buy,44.44,11.11,18
6619.T,W-SCOPE CORPORATION,Industrials,Electrical Equipment & Parts,1206.0,2008.3,66.53,buy,60.0,0.0,5
TII.V,TERRA FIRMA CAPITAL CORPORATION,Financial Services,Mortgage Finance,6.25,7.5,20.0,buy,100.0,0.0,5
ANIM3.SA,ANIMA       ON      NM,Consumer Defensive,Education & Training Services,4.14,5.57,34.54,buy,23.08,7.69,13
TRMB,Trimble Inc.,Technology,Scientific & Technical Instruments,49.55,55.47,11.95,buy,57.14,0.0,14
JILL,"J. Jill, Inc.",Consumer Cyclical,Apparel Retail,20.37,30.0,47.28,hold,44.44,0.0,9
ADCT,ADC Therapeutics SA,Healthcare,Biotechnology,2.05,9.33,355.12,buy,62.5,25.0,8
COHR,Coherent Corp.,Technology,Scientific & Technical Instruments,46.71,45.4,-2.8,buy,100.0,0.0,9
BBU,Brookfield Business Partners L.,Industrials,Conglomerates,17.37,27.14,56.25,hold,100.0,0.0,2
BBCP,"Concrete Pumping Holdings, Inc.",Industrials,Engineering & Construction,7.59,9.33,22.92,strong_buy,100.0,0.0,5
LX,LexinFintech Holdings Ltd.,Financial Services,Credit Services,2.25,3.41,51.56,buy,100.0,0.0,5
8920.T,TOSHO CO LTD,Consumer Cyclical,Leisure,1224.0,1795.0,46.65,buy,100.0,0.0,4
SITC,SITE Centers Corp.,Real Estate,REIT—Retail,12.37,14.38,16.25,hold,30.77,0.0,13
TCNNF,TRULIEVE CANNABIS CORP,Healthcare,Drug Manufacturers—Specialty & Generic,3.95,11.2,183.54,buy,93.33,0.0,15
KEX,Kirby Corporation,Industrials,Marine Shipping,72.85,87.67,20.34,strong_buy,20.0,10.0,10
VNP.TO,5N PLUS INC.,Basic Materials,Specialty Chemicals,3.05,4.39,43.93,buy,100.0,0.0,3
3865.T,HOKUETSU CORPORATION,Basic Materials,Paper & Paper Products,892.0,710.0,-20.4,hold,0.0,33.33,3
OLVAS.HE,Olvi Plc A,Consumer Defensive,Beverages—Brewers,28.6,33.0,15.38,hold,25.0,25.0,4
MCE.AX,MATRIX CE FPO,Industrials,Engineering & Construction,0.27,0.35,29.63,hold,0.0,0.0,1
CINF,Cincinnati Financial Corporatio,Financial Services,Insurance—Property & Casualty,95.71,117.67,22.94,hold,14.29,14.29,7
ABOS,"Acumen Pharmaceuticals, Inc.",Healthcare,Biotechnology,5.42,14.57,168.82,buy,100.0,0.0,6
PRT.MI,ESPRINET,Technology,Electronics & Computer Distribution,5.7,11.4,100.0,strong_buy,0.0,0.0,2
ASTR,"Astra Space, Inc.",Industrials,Aerospace & Defense,0.36,0.65,80.56,hold,0.0,50.0,2
CFX.TO,CANFOR PULP PRODUCTS INC.,Basic Materials,Paper & Paper Products,2.05,3.85,87.8,buy,20.0,0.0,5
CGF.AX,CHALLENGER FPO,Financial Services,Insurance—Life,6.33,7.21,13.9,hold,40.0,20.0,15
NLSP,NLS Pharmaceutics Ltd.,Healthcare,Biotechnology,1.02,7.83,667.65,buy,100.0,0.0,3
BDX.WA,BUDIMEX,Industrials,Engineering & Construction,355.5,343.25,-3.45,hold,42.86,42.86,7
WY,Weyerhaeuser Company,Real Estate,REIT—Specialty,30.41,36.5,20.03,buy,42.86,0.0,14
SEM,Select Medical Holdings Corpora,Healthcare,Medical Care Facilities,29.45,35.8,21.56,buy,66.67,33.33,6
JOUT,Johnson Outdoors Inc.,Consumer Cyclical,Leisure,59.07,110.0,86.22,strong_buy,100.0,0.0,2
CSR,D/B/A Centerspace,Real Estate,REIT—Residential,58.05,66.14,13.94,hold,12.5,12.5,8
OWL,Blue Owl Capital Inc.,Financial Services,Asset Management,11.02,14.63,32.76,buy,75.0,0.0,12
TOPS,TOP Ships Inc.,Industrials,Marine Shipping,0.64,3.0,368.75,buy,100.0,0.0,1
RTN.L,RESTAURANT GROUP PLC ORD 28 1/8,Consumer Cyclical,Restaurants,37.85,57.81,52.73,buy,52.94,29.41,17
5214.T,NIPPON ELECTRIC GLASS,Technology,Electronic Components,2558.5,2630.0,2.79,hold,50.0,8.33,12
ORGS,Orgenesis Inc.,Healthcare,Biotechnology,1.23,6.0,387.8,buy,100.0,0.0,1
SCPS,Scopus BioPharma Inc.,Healthcare,Biotechnology,0.05,12.0,23900.0,buy,100.0,0.0,1
GWA.AX,GWA GROUP FPO,Consumer Cyclical,"Furnishings, Fixtures & Appliances",1.69,2.15,27.22,buy,14.29,42.86,7
CPB,Campbell Soup Company,Consumer Defensive,Packaged Foods,45.59,50.53,10.84,hold,11.76,29.41,17
ATHA,"Athira Pharma, Inc.",Healthcare,Biotechnology,2.94,7.5,155.1,buy,50.0,0.0,6
MGY,Magnolia Oil & Gas Corporation,Energy,Oil & Gas E&P,19.66,26.88,36.72,buy,100.0,0.0,3
WTFC,Wintrust Financial Corporation,Financial Services,Banks—Regional,68.77,86.92,26.39,buy,33.33,0.0,12
PEG,Public Service Enterprise Group,Utilities,Utilities—Regulated Electric,61.5,66.77,8.57,buy,60.0,0.0,15
DTC,"Solo Brands, Inc.",Consumer Cyclical,Internet Retail,5.1,10.2,100.0,strong_buy,100.0,0.0,6
NRBO,"NeuroBo Pharmaceuticals, Inc.",Healthcare,Biotechnology,0.38,6.0,1478.95,strong_buy,100.0,0.0,1
SQNS,Sequans Communications S.A.,Technology,Semiconductors,2.16,6.56,203.7,buy,100.0,0.0,6
CAG,"ConAgra Brands, Inc.",Consumer Defensive,Packaged Foods,34.09,41.78,22.56,hold,71.43,14.29,14
5471.T,DAIDO STEEL CO,Basic Materials,Steel,5813.0,5625.0,-3.23,buy,36.36,18.18,11
KRP,Kimbell Royalty Partners,Energy,Oil & Gas E&P,14.77,21.5,45.57,strong_buy,100.0,0.0,4
CATX,"Perspective Therapeutics, Inc.",Healthcare,Medical Devices,0.71,1.2,69.01,strong_buy,100.0,0.0,1
FUTU,Futu Holdings Limited,Financial Services,Capital Markets,38.99,56.54,45.01,buy,66.67,14.29,21
ALU.AX,ALTIUM LTD FPO,Technology,Software—Application,35.92,39.58,10.19,hold,60.0,20.0,5
INFY,Infosys Limited,Technology,Information Technology Services,15.2,18.05,18.75,hold,13.33,6.67,15
MSM,"MSC Industrial Direct Company, ",Industrials,Industrial Distribution,96.13,98.4,2.36,buy,27.78,0.0,18
TWNK,"Hostess Brands, Inc.",Consumer Defensive,Packaged Foods,25.26,29.2,15.6,buy,70.0,10.0,10
HBIO,"Harvard Bioscience, Inc.",Healthcare,Medical Instruments & Supplies,5.94,6.92,16.5,buy,100.0,0.0,3
7718.T,STAR MICRONICS CO,Industrials,Specialty Industrial Machinery,1790.0,1950.0,8.94,hold,100.0,0.0,3
DIDIY,DiDi Global Inc.,Technology,Software—Application,2.77,5.29,90.97,strong_buy,100.0,0.0,1
BXP,"Boston Properties, Inc.",Real Estate,REIT—Office,51.5,63.36,23.03,hold,31.82,0.0,22
JOAN,"JOANN, Inc.",Consumer Cyclical,Specialty Retail,0.91,1.56,71.43,hold,0.0,16.67,6
SAB.MI,SABAF,Industrials,Specialty Industrial Machinery,14.26,19.0,33.24,hold,100.0,0.0,1
