Ticker,Name,Sector,Industry,Price,Div_Yield,PE,Ind_PE,PEG,Ind_PEG,PB,Ind_PB,EV_EBITDA,Ind_EV_EBITDA,EV_Sales,Ind_EV_Sales,Debt_EBITDA,Ind_Debt_EBITDA,Beta,Short_Perc_Float
ICL,ICL Group Ltd.,Basic Materials,Agricultural Inputs,6.59,7.24,10.8,12.72,2.63,-1.02,1.51,5.11,3.15,7.99,1.16,1.66,0.85,2.27,0.42,0.35
OGS,"ONE Gas, Inc.",Utilities,Utilities—Regulated Gas,78.79,3.3,18.37,14.79,3.78,2.96,1.65,1.98,12.07,17.02,2.77,3.14,4.89,8.25,0.64,11.42
VNOM,Viper Energy Partners LP,Energy,Oil & Gas Midstream,25.69,8.25,13.96,10.28,0.35,1.35,2.78,5.9,5.52,8.52,5.26,3.75,0.92,3.58,1.9,2.11
SBGI,"Sinclair Broadcast Group, Inc.",Communication Services,Entertainment,14.43,6.93,4.45,18.19,-0.38,3.43,1.1,11.61,6.21,11.84,1.38,2.45,5.91,4.23,1.41,9.33
F,Ford Motor Company,Consumer Cyclical,Auto Manufacturers,14.1,4.23,8.2,17.64,-4.35,0.04,1.33,7.65,11.71,19.5,1.0,4.42,9.76,6.02,1.63,4.48
MAA,Mid-America Apartment Communiti,Real Estate,REIT—Residential,152.92,3.66,32.82,66.32,4.79,12.09,2.88,2.7,18.41,20.78,10.76,10.99,3.65,6.27,0.75,2.9
RRR,"Red Rock Resorts, Inc.",Consumer Cyclical,Resorts & Casinos,50.54,2.04,18.38,15.49,6.83,2.52,38.88,8.96,8.06,11.25,3.41,3.02,4.25,5.26,2.14,4.3
UNP,Union Pacific Corporation,Industrials,Railroads,214.25,2.43,17.6,16.99,2.33,2.41,10.49,3.92,13.73,13.97,6.58,5.0,2.95,4.62,1.1,0.65
DNUT,"Krispy Kreme, Inc.",Consumer Defensive,Grocery Stores,15.95,0.91,37.09,17.62,2.33,1.91,2.23,3.73,31.29,14.02,2.51,0.95,10.19,5.78,1.6,11.59
OFC,Corporate Office Properties Tru,Real Estate,REIT—Office,26.12,4.36,21.41,-11.92,2.21,-16.06,1.7,0.8,15.59,14.28,7.23,7.38,6.54,8.54,1.04,4.11
EAF,GrafTech International Ltd.,Industrials,Electrical Equipment & Parts,4.9,0.82,10.21,15.74,-41.74,-2.69,3.8,5.09,5.13,12.8,1.87,2.0,2.4,2.25,1.39,4.27
CMP,Compass Minerals Intl Inc,Basic Materials,Other Industrial Metals & Mining,36.47,1.69,25.5,21.71,-2.26,-0.23,3.09,3.0,10.82,12.28,1.66,1.68,4.39,3.36,1.57,4.43
VRTS,"Virtus Investment Partners, Inc",Financial Services,Asset Management,216.55,3.19,8.08,12.37,0.26,1.86,1.88,3.49,6.51,13.34,1.86,3.11,1.43,2.9,1.57,1.69
HIBB,"Hibbett, Inc.",Consumer Cyclical,Apparel Retail,41.49,2.43,5.03,11.25,0.65,-0.89,1.33,4.09,4.36,9.37,0.52,1.06,1.95,3.3,1.58,18.52
VMI,"Valmont Industries, Inc.",Industrials,Conglomerates,277.87,0.86,16.25,13.14,1.77,0.56,3.8,3.54,12.24,11.46,1.55,1.7,2.05,3.48,1.1,0.73
WELL,Welltower Inc.,Real Estate,REIT—Healthcare Facilities,80.42,3.1,77.33,43.56,2.15,0.17,1.95,1.52,25.01,17.53,9.38,10.25,6.9,7.57,1.06,4.27
AGX,"Argan, Inc.",Industrials,Engineering & Construction,39.0,2.48,10.46,18.24,1.48,4.2,1.88,3.78,5.8,15.1,0.5,1.32,0.12,2.45,0.59,1.17
ITW,Illinois Tool Works Inc.,Industrials,Specialty Industrial Machinery,254.96,2.06,24.66,19.72,6.7,2.23,24.99,4.77,19.67,15.78,5.29,3.15,1.95,2.33,1.14,2.07
STZ,"Constellation Brands, Inc.",Consumer Defensive,Beverages—Wineries & Distilleries,267.93,1.4,20.15,20.35,2.09,2.24,5.72,4.47,18.09,17.46,6.16,4.8,3.78,2.64,1.03,1.39
MAR,Marriott International,Consumer Cyclical,Lodging,190.21,1.07,20.83,22.63,1.43,5.72,414.4,139.59,16.64,15.62,11.93,8.24,2.82,3.25,1.59,2.05
BRY,Berry Corporation (bry),Energy,Oil & Gas E&P,7.41,15.58,10.59,8.79,1.97,-0.58,0.75,2.99,2.17,3.81,0.98,2.6,0.97,0.65,2.2,3.81
CCI,Crown Castle Inc.,Real Estate,REIT—Specialty,113.5,5.69,32.71,30.83,-6.65,62.8,6.82,6.83,18.43,18.91,10.83,9.08,6.91,6.43,0.65,1.24
MATW,Matthews International Corporat,Industrials,Conglomerates,47.35,1.94,15.23,13.14,-1.74,0.56,2.81,3.54,18.42,11.46,1.25,1.7,7.01,3.48,1.16,2.09
T,AT&T Inc.,Communication Services,Telecom Services,14.59,8.25,5.91,191.6,-8.18,-2.56,1.05,2.33,6.39,9.69,2.31,3.78,3.87,3.46,0.77,1.25
CB,Chubb Limited,Financial Services,Insurance—Property & Casualty,193.19,1.83,9.57,13.32,0.86,-6.63,1.51,2.28,12.71,8.69,2.04,1.62,2.57,-0.38,0.64,0.47
MSFT,Microsoft Corporation,Technology,Software—Infrastructure,355.08,0.76,32.37,16.62,2.91,1.7,13.56,48.17,26.46,16.38,12.75,5.64,0.79,2.6,0.91,0.51
CBRL,Cracker Barrel Old Country Stor,Consumer Cyclical,Restaurants,97.69,5.33,14.91,16.3,1.76,1.3,4.57,6.64,14.11,14.35,0.94,2.33,5.25,4.66,1.34,13.28
RLI,RLI Corp.,Financial Services,Insurance—Property & Casualty,135.61,0.8,26.03,13.32,2.69,-6.63,4.74,2.28,7.85,8.69,3.48,1.62,0.27,-0.38,0.4,2.78
CMCSA,Comcast Corporation,Communication Services,Telecom Services,42.71,2.76,10.47,191.6,1.63,-2.56,2.17,2.33,7.38,9.69,2.26,3.78,2.74,3.46,0.99,0.83
TGH,Textainer Group Holdings Limite,Industrials,Rental & Leasing Services,41.09,2.99,7.75,12.05,0.7,0.53,1.04,6.77,9.65,10.61,8.06,4.38,7.15,5.01,1.23,3.19
OTEX,Open Text Corporation,Technology,Software—Application,42.11,2.31,9.19,20.59,0.79,17.8,2.73,5.7,18.98,20.89,4.96,5.68,9.28,2.75,1.05,2.14
HSII,Heidrick & Struggles Internatio,Industrials,Staffing & Employment Services,29.32,2.05,10.08,15.08,0.99,0.28,1.39,8.79,4.16,10.52,0.45,1.79,0.73,1.05,0.82,2.32
MMP,Magellan Midstream Partners L.P,Energy,Oil & Gas Midstream,65.1,6.5,12.42,10.28,4.15,1.35,7.82,5.9,13.43,8.52,5.38,3.75,3.77,3.58,0.9,1.8
GLPI,"Gaming and Leisure Properties, ",Real Estate,REIT—Specialty,48.9,5.91,16.3,30.83,2.02,62.8,3.41,6.83,15.15,18.91,14.47,9.08,5.08,6.43,0.99,1.68
KRC,Kilroy Realty Corporation,Real Estate,REIT—Office,34.63,6.24,25.09,-11.92,0.23,-16.06,0.75,0.8,12.75,14.28,7.43,7.38,6.93,8.54,0.91,7.42
TDS,"Telephone and Data Systems, Inc",Communication Services,Telecom Services,8.19,9.04,-39.0,191.6,-0.27,-2.56,0.19,2.33,7.41,9.69,1.4,3.78,4.97,3.46,1.14,9.28
IR,Ingersoll Rand Inc.,Industrials,Specialty Industrial Machinery,65.72,0.12,22.05,19.72,2.27,2.23,2.86,4.77,20.38,15.78,4.6,3.15,2.01,2.33,1.45,1.62
HSTM,"HealthStream, Inc.",Healthcare,Health Information Services,23.08,0.43,52.45,42.67,5.26,4.05,2.11,3.06,21.57,60.59,2.49,12.51,0.72,0.65,0.51,1.4
HNI,HNI Corporation,Industrials,Business Equipment & Supplies,28.29,4.54,13.28,8.98,1.6,1.1,1.93,1.23,8.72,7.75,0.65,0.64,1.85,3.54,0.91,3.66
ETD,Ethan Allen Interiors Inc.,Consumer Cyclical,"Furnishings, Fixtures & Appliances",31.01,4.64,10.17,10.34,0.82,1.11,1.73,22.36,4.75,9.35,0.91,0.88,0.83,4.04,1.22,17.4
ETR,Entergy Corporation,Utilities,Utilities—Regulated Electric,101.27,4.32,14.08,16.83,2.24,1.98,1.64,1.91,12.4,12.76,3.38,4.19,7.31,5.63,0.64,1.15
NE,Noble Corporation plc A,Energy,Oil & Gas Drilling,51.0,2.47,8.85,9.42,0.25,0.14,1.91,1.77,14.87,8.4,4.17,2.39,1.08,0.93,1.13,5.43
SVM,Silvercorp Metals Inc.,Basic Materials,Silver,3.24,0.81,14.09,14.09,2.97,2.97,1.17,1.17,5.12,5.12,2.07,2.07,0.01,0.01,0.75,0.52
JOUT,Johnson Outdoors Inc.,Consumer Cyclical,Leisure,58.64,2.11,9.94,12.36,0.87,14.6,1.17,2.36,8.28,11.58,0.7,1.5,0.85,2.86,0.87,5.19
AAT,"American Assets Trust, Inc.",Real Estate,REIT—Diversified,22.23,6.33,29.64,9.62,9.28,0.82,1.11,1.62,12.08,16.66,6.71,10.83,7.27,7.2,1.11,5.1
EGY,"VAALCO Energy, Inc.",Energy,Oil & Gas E&P,4.13,6.04,2.99,8.79,2.32,-0.58,0.97,2.99,2.15,3.81,1.27,2.6,0.42,0.65,1.45,5.21
MA,Mastercard Incorporated,Financial Services,Credit Services,398.27,0.57,27.43,14.11,1.94,5.01,70.84,16.12,28.11,16.29,16.92,8.18,1.13,5.94,1.11,0.45
DHI,"D.R. Horton, Inc.",Consumer Cyclical,Residential Construction,127.85,0.78,11.1,10.33,-1.54,2.53,2.11,2.23,6.87,6.25,1.41,1.08,0.88,1.42,1.55,4.27
WHD,"Cactus, Inc. Class A Common Sto",Energy,Oil & Gas Equipment & Services,47.95,0.92,14.94,13.13,0.59,0.34,4.19,3.21,14.5,10.91,4.36,2.2,0.82,1.98,2.02,3.63
BWXT,"BWX Technologies, Inc.",Industrials,Aerospace & Defense,69.5,1.31,21.99,21.23,8.27,3.57,8.06,3.47,19.95,16.41,3.4,2.75,3.53,2.87,0.85,4.42
LSTR,"Landstar System, Inc.",Industrials,Integrated Freight & Logistics,201.06,0.61,22.17,19.03,2.0,8.25,7.72,6.89,12.4,10.65,1.02,1.15,0.29,2.62,0.9,4.82
GFL,GFL Environmental Inc. Subordin,Industrials,Waste Management,37.06,0.13,38.6,29.62,-1.11,2.05,1.97,5.43,14.19,15.77,3.29,4.36,5.99,3.74,1.29,1.99
PR,Permian Resources Corporation,Energy,Oil & Gas E&P,11.13,3.59,5.74,8.79,1.18,-0.58,1.09,2.99,4.36,3.81,3.42,2.6,1.13,0.65,4.53,14.11
TPR,"Tapestry, Inc.",Consumer Cyclical,Luxury Goods,42.39,2.77,10.0,8.19,0.77,0.84,4.34,2.56,9.43,6.27,1.89,1.06,2.47,1.54,1.49,5.31
NUS,"Nu Skin Enterprises, Inc.",Consumer Defensive,Household & Personal Products,29.48,5.36,10.6,21.16,1.7,3.8,1.65,595.61,8.8,19.15,0.86,2.73,3.04,5.2,1.19,6.73
ERIE,Erie Indemnity Company,Financial Services,Insurance Brokers,206.23,2.3,26.47,19.29,2.91,1.94,7.25,5.03,22.93,17.38,3.64,4.16,0.0,2.59,0.43,1.55
SNDR,"Schneider National, Inc.",Industrials,Trucking,29.9,1.27,13.17,14.64,80.67,11.42,1.83,2.9,5.3,7.53,0.75,1.62,0.24,0.95,1.02,4.67
WCC,"WESCO International, Inc.",Industrials,Industrial Distribution,174.95,0.86,9.43,18.58,0.99,2.72,1.95,7.08,8.62,13.83,0.67,2.04,3.59,1.31,2.01,5.75
PETS,"PetMed Express, Inc.",Healthcare,Pharmaceutical Retailers,14.08,8.52,18.29,12.92,-1935.5,-969.26,2.31,1.77,41.84,33.3,0.71,0.62,0.0,6.55,0.64,23.21
CSL,Carlisle Companies Incorporated,Industrials,Building Products & Equipment,268.86,1.11,13.43,16.35,1.03,2.2,4.45,4.83,11.14,13.06,2.52,2.4,1.82,2.04,0.95,2.74
MDLZ,"Mondelez International, Inc.",Consumer Defensive,Confectioners,73.21,2.13,21.04,22.3,2.65,2.68,3.53,8.94,19.15,19.57,3.57,4.31,3.7,2.78,0.64,0.88
OC,Owens Corning Inc,Industrials,Building Products & Equipment,136.34,1.51,11.52,16.35,9.42,2.2,2.58,4.83,6.72,13.06,1.52,2.4,1.47,2.04,1.47,3.59
AAN,"Aarons Holdings Company, Inc.",Industrials,Rental & Leasing Services,15.77,3.31,11.43,12.05,-1.21,0.53,0.69,6.77,4.93,10.61,0.48,4.38,3.1,5.01,1.09,4.54
ZBH,"Zimmer Biomet Holdings, Inc.",Healthcare,Medical Devices,140.79,0.68,17.69,23.38,2.63,1.68,2.42,4.97,14.99,21.29,4.93,4.93,2.56,3.13,1.02,2.39
OUT,OUTFRONT Media Inc.,Real Estate,REIT—Specialty,16.28,7.38,17.7,30.83,2.03,62.8,2.36,6.83,16.4,18.91,3.98,9.08,10.13,6.43,1.73,6.58
PEG,Public Service Enterprise Group,Utilities,Utilities—Regulated Electric,63.4,3.64,17.23,16.83,4.23,1.98,2.14,1.91,10.7,12.76,4.51,4.19,4.29,5.63,0.6,1.58
NFG,National Fuel Gas Company,Energy,Oil & Gas Integrated,51.87,3.82,9.21,9.72,1.02,-0.76,1.65,1.69,5.91,4.55,3.11,1.49,2.05,0.82,0.69,4.46
ITT,ITT Inc.,Industrials,Specialty Industrial Machinery,97.88,1.18,17.7,19.72,1.88,2.23,3.51,4.77,13.76,15.78,2.66,3.15,0.8,2.33,1.46,1.31
WGO,"Winnebago Industries, Inc.",Consumer Cyclical,Recreational Vehicles,67.16,1.61,8.91,11.01,0.59,0.57,1.49,2.86,5.87,8.06,0.62,1.07,1.52,2.74,1.69,26.24
CLX,Clorox Company (The),Consumer Defensive,Household & Personal Products,154.74,3.06,27.2,21.16,2.44,3.8,6447.5,595.61,22.82,19.15,3.06,2.73,3.15,5.2,0.28,3.97
NSP,"Insperity, Inc.",Industrials,Staffing & Employment Services,120.32,1.91,18.83,15.08,1.27,0.28,34.46,8.79,13.91,10.52,0.68,1.79,1.4,1.05,1.25,6.72
COLD,"Americold Realty Trust, Inc.",Real Estate,REIT—Industrial,32.97,2.72,103.03,108.81,22.77,-10.63,2.4,3.07,25.98,23.49,4.31,14.66,7.75,5.99,0.55,1.46
ASTE,"Astec Industries, Inc.",Industrials,Farm & Heavy Construction Machinery,47.33,1.1,15.72,12.47,1.59,0.91,1.69,2.82,17.45,11.82,0.82,1.24,1.21,2.95,1.58,1.35
WDFC,WD-40 Company,Basic Materials,Specialty Chemicals,222.58,1.48,39.96,15.71,4.61,0.89,14.67,3.64,33.48,15.3,5.98,2.25,1.53,4.5,-0.18,13.25
YORW,The York Water Company,Utilities,Utilities—Regulated Water,41.98,1.92,26.4,27.77,5.74,5.39,2.88,3.14,22.3,18.84,12.3,7.75,4.46,4.8,0.55,1.13
PAYC,"Paycom Software, Inc.",Technology,Software—Application,365.47,0.41,39.64,20.59,1.95,17.8,15.18,5.7,44.45,20.89,13.97,5.68,0.06,2.75,1.43,3.13
IEX,IDEX Corporation,Industrials,Specialty Industrial Machinery,211.18,1.22,23.36,19.72,2.06,2.23,4.95,4.77,18.34,15.78,5.16,3.15,1.73,2.33,0.98,1.37
LCII,LCI Industries,Consumer Cyclical,Recreational Vehicles,132.74,3.23,13.53,11.01,1.12,0.57,2.47,2.86,10.64,8.06,1.02,1.07,3.1,2.74,1.5,12.77
M,Macy's Inc,Consumer Cyclical,Department Stores,16.27,4.16,5.32,8.53,-0.96,-0.32,1.06,2.76,4.64,6.22,0.4,0.54,2.83,3.7,1.87,8.65
CALM,"Cal-Maine Foods, Inc.",Consumer Defensive,Farm Products,44.29,11.72,12.48,18.42,0.01,-6.29,1.41,1.26,1.45,-30.37,0.49,0.83,0.0,-3.31,-0.08,22.59
EHC,Encompass Health Corporation,Healthcare,Medical Care Facilities,68.35,0.89,19.09,21.06,2.04,2.27,4.95,4.7,11.27,16.59,2.3,2.4,3.28,3.98,0.96,2.71
ET,Energy Transfer LP,Energy,Oil & Gas Midstream,13.18,9.38,8.56,10.28,1.77,1.35,1.51,5.9,8.39,8.52,1.17,3.75,3.93,3.58,1.69,1.86
BC,Brunswick Corporation,Consumer Cyclical,Recreational Vehicles,86.91,1.88,7.89,11.01,0.55,0.57,2.99,2.86,6.71,8.06,1.2,1.07,2.14,2.74,1.56,5.88
GNK,Genco Shipping & Trading Limite,Industrials,Marine Shipping,13.59,14.25,5.44,5.57,0.12,-2.91,0.61,0.76,3.76,4.45,1.4,2.3,0.88,2.51,1.09,4.6
CHRD,Chord Energy Corporation,Energy,Oil & Gas E&P,147.05,8.68,5.8,8.79,0.39,-0.58,1.28,2.99,2.44,3.81,1.63,2.6,0.18,0.65,1.14,5.34
OHI,"Omega Healthcare Investors, Inc",Real Estate,REIT—Healthcare Facilities,32.68,8.2,24.03,43.56,-3.04,0.17,2.19,1.52,19.09,17.53,15.21,10.25,7.83,7.57,0.97,12.53
LXFR,Luxfer Holdings PLC,Industrials,Specialty Industrial Machinery,13.76,3.79,9.17,19.72,0.9,2.23,1.73,4.77,10.41,15.78,1.13,3.15,2.46,2.33,0.92,1.02
ELME,Elme Communities,Real Estate,REIT—Residential,16.44,4.44,182.67,66.32,142.91,12.09,1.16,2.7,18.82,20.78,9.12,10.99,5.28,6.27,0.99,2.55
RHI,Robert Half International Inc.,Industrials,Staffing & Employment Services,84.56,2.32,16.58,15.08,-14.16,0.28,5.61,8.79,9.32,10.52,1.19,1.79,0.25,1.05,1.33,11.38
OVV,Ovintiv Inc. (DE),Energy,Oil & Gas E&P,41.46,2.94,5.3,8.79,0.49,-0.58,1.28,2.99,2.45,3.81,1.09,2.6,0.78,0.65,3.54,5.85
B,"Barnes Group, Inc.",Industrials,Specialty Industrial Machinery,42.28,1.54,16.58,19.72,1.86,2.23,1.55,4.77,10.33,15.78,2.0,3.15,2.26,2.33,1.21,1.0
USEG,U.S. Energy Corp.,Energy,Oil & Gas E&P,1.44,6.25,16.0,8.79,1.46,-0.58,0.47,2.99,3.58,3.81,1.14,2.6,0.99,0.65,0.88,0.86
SLGN,Silgan Holdings Inc.,Consumer Cyclical,Packaging & Containers,47.52,1.53,11.13,12.57,3.16,0.67,2.94,4.07,9.3,9.66,1.39,1.43,4.37,3.59,0.79,2.1
IBM,International Business Machines,Technology,Information Technology Services,135.48,4.91,13.58,14.98,4.65,2.2,5.69,5.12,13.24,12.69,2.76,2.17,4.88,2.8,0.85,2.96
GILD,"Gilead Sciences, Inc.",Healthcare,Drug Manufacturers—General,78.96,3.84,11.01,14.76,5.05,4.72,4.69,12.54,9.33,14.98,4.3,5.88,2.03,2.1,0.39,1.55
GATX,GATX Corporation,Industrials,Rental & Leasing Services,130.05,1.69,18.88,12.05,1.58,0.53,2.19,6.77,15.45,10.61,8.53,4.38,9.28,5.01,1.05,7.44
ANDE,"The Andersons, Inc.",Consumer Defensive,Food Distribution,48.2,1.59,15.7,15.82,2.26,2.01,1.38,7.31,8.0,15.32,0.16,0.39,3.43,3.95,0.79,3.28
ARLP,"Alliance Resource Partners, L.P",Energy,Thermal Coal,18.69,15.09,3.36,5.57,-0.49,-0.34,1.41,1.16,2.47,1.83,0.98,0.72,0.45,0.3,1.38,2.45
MOS,Mosaic Company (The),Basic Materials,Agricultural Inputs,38.03,2.13,9.3,12.72,-0.26,-1.02,1.06,5.11,3.19,7.99,0.88,1.66,0.86,2.27,1.51,2.77
GEL,"Genesis Energy, L.P.",Energy,Oil & Gas Midstream,9.89,6.09,6.42,10.28,0.2,1.35,2.29,5.9,10.38,8.52,2.01,3.75,6.18,3.58,2.11,2.35
SGA,"Saga Communications, Inc.",Communication Services,Broadcasting,21.55,4.64,11.78,6.3,6.97,2.43,0.74,0.79,5.81,5.93,0.88,1.65,0.37,2.75,0.48,0.44
EGLE,Eagle Bulk Shipping Inc.,Industrials,Marine Shipping,44.75,10.74,6.37,5.57,0.11,-2.91,0.72,0.76,3.46,4.45,1.24,2.3,1.51,2.51,1.32,28.66
SO,Southern Company (The),Utilities,Utilities—Regulated Electric,70.14,3.93,17.4,16.83,2.63,1.98,2.51,1.91,13.54,12.76,4.81,4.19,5.86,5.63,0.5,1.01
UGI,UGI Corporation,Utilities,Utilities—Regulated Gas,26.6,5.79,8.36,14.79,1.62,2.96,1.11,1.98,64.03,17.02,1.27,3.14,36.82,8.25,1.08,2.47
HEI,Heico Corporation,Industrials,Aerospace & Defense,174.02,0.12,51.49,21.23,4.57,3.57,8.46,3.47,36.41,16.41,9.8,2.75,1.13,2.87,1.2,4.25
CNXN,"PC Connection, Inc.",Technology,Electronics & Computer Distribution,46.56,0.7,13.01,10.68,1.9,1.21,1.58,1.76,9.04,7.29,0.36,0.33,0.06,1.28,0.76,1.58
JBT,John Bean Technologies Corporat,Industrials,Specialty Industrial Machinery,116.18,0.34,20.07,19.72,1.36,2.23,4.15,4.77,16.91,15.78,2.07,3.15,3.51,2.33,1.4,3.73
FAST,Fastenal Company,Industrials,Industrial Distribution,57.29,2.44,26.9,18.58,4.51,2.72,9.68,7.08,19.72,13.83,4.57,2.04,0.37,1.31,1.15,2.93
X,United States Steel Corporation,Basic Materials,Steel,24.64,0.81,12.83,13.94,0.74,0.19,0.54,1.55,2.14,5.95,0.34,0.71,1.27,1.56,2.16,8.64
GWRS,"Global Water Resources, Inc.",Utilities,Utilities—Regulated Water,13.24,2.27,45.66,27.77,2.93,5.39,6.96,3.14,20.83,18.84,8.9,7.75,5.59,4.8,0.74,0.54
ABC,AmerisourceBergen Corporation,Healthcare,Medical Distribution,191.94,1.01,15.08,13.62,2.04,1.98,137.89,70.34,13.22,11.46,0.18,0.36,1.89,1.82,0.57,2.57
VICI,VICI Properties Inc.,Real Estate,REIT—Diversified,32.15,4.95,12.61,9.62,1.87,0.82,1.38,1.62,23.54,16.66,15.76,10.83,8.35,7.2,0.96,2.77
CRS,Carpenter Technology Corporatio,Industrials,Metal Fabrication,56.95,1.38,17.36,13.23,2.47,7.7,2.08,2.01,17.54,9.25,1.5,1.02,4.2,1.84,1.8,2.9
OWL,Blue Owl Capital Inc.,Financial Services,Asset Management,12.25,4.57,15.12,12.37,0.91,1.86,3.44,3.49,16.19,13.34,7.63,3.11,2.9,2.9,1.3,4.79
BAH,Booz Allen Hamilton Holding Cor,Industrials,Consulting Services,116.04,1.63,21.1,23.63,2.37,2.33,15.4,66.35,28.95,20.85,1.9,5.32,5.04,3.02,0.6,1.72
TRTN,Triton International Limited,Industrials,Rental & Leasing Services,84.45,3.32,8.63,12.05,0.89,0.53,1.92,6.77,8.01,10.61,7.39,4.38,4.84,5.01,1.32,2.51
NEP,"NextEra Energy Partners, LP",Utilities,Utilities—Renewable,58.78,5.45,31.77,-6.74,2.85,-0.14,1.53,1.8,30.16,19.22,17.49,11.31,7.5,7.38,0.87,4.55
SWK,"Stanley Black & Decker, Inc.",Industrials,Tools & Accessories,99.07,3.24,19.93,17.55,6.03,3.31,1.6,4.56,20.43,16.37,1.4,2.67,7.39,2.66,1.35,6.36
CDW,CDW Corporation,Technology,Information Technology Services,189.75,1.25,18.18,14.98,1.36,2.2,16.33,5.12,15.56,12.69,1.39,2.17,3.18,2.8,1.1,1.19
ETRN,Equitrans Midstream Corporation,Energy,Oil & Gas Midstream,9.21,6.69,9.4,10.28,7.41,1.35,4.22,5.9,10.88,8.52,8.56,3.75,6.32,3.58,1.95,4.24
ARCO,Arcos Dorados Holdings Inc.,Consumer Cyclical,Restaurants,10.5,1.54,11.29,16.3,0.32,1.3,6.24,6.64,8.77,14.35,0.94,2.33,4.0,4.66,1.03,2.24
MMI,"Marcus & Millichap, Inc.",Real Estate,Real Estate Services,35.89,1.44,22.57,31.51,-25.22,-3.28,2.04,3.52,12.47,66.9,0.98,3.44,1.11,6.62,1.05,7.99
NYT,New York Times Company (The),Communication Services,Publishing,41.87,1.05,29.28,18.81,5.17,4.6,4.38,2.46,20.31,13.16,2.83,1.63,0.0,1.19,1.02,4.72
SWBI,"Smith & Wesson Brands, Inc.",Industrials,Aerospace & Defense,12.86,3.73,12.86,21.23,1.03,3.57,1.54,3.47,6.87,16.41,1.26,2.75,0.74,2.87,1.16,5.54
AVGO,Broadcom Inc.,Technology,Semiconductors,901.37,2.04,19.96,15.76,2.03,-0.32,16.96,9.08,19.75,28.89,11.44,8.82,1.94,1.66,1.12,1.51
JNPR,"Juniper Networks, Inc.",Technology,Communication Equipment,30.22,2.91,11.67,12.3,1.07,3.5,2.19,22.97,13.05,-2.99,1.9,2.0,2.25,-0.29,0.95,3.37
CVX,Chevron Corporation,Energy,Oil & Gas Integrated,154.69,3.93,11.23,9.72,-1.53,-0.76,1.84,1.69,5.13,4.55,1.28,1.49,0.4,0.82,1.16,1.01
HIG,Hartford Financial Services Gro,Financial Services,Insurance—Diversified,72.43,2.34,7.42,7.4,0.7,0.66,1.61,2.12,7.46,6.5,1.0,1.04,1.42,1.76,0.85,0.93
AGR,"Avangrid, Inc.",Utilities,Utilities—Regulated Electric,37.87,4.73,16.54,16.83,-12.48,1.98,0.75,1.91,13.56,12.76,3.08,4.19,5.41,5.63,0.44,7.44
MERC,Mercer International Inc.,Basic Materials,Paper & Paper Products,8.9,3.29,4.26,4.26,1.1,1.1,0.72,0.72,4.15,4.15,0.78,0.78,3.41,3.41,1.46,4.56
CMC,Commercial Metals Company,Basic Materials,Steel,55.59,1.16,9.02,13.94,0.74,0.19,1.61,1.55,4.89,5.95,0.81,0.71,0.89,1.56,1.29,3.03
ENS,EnerSys,Industrials,Electrical Equipment & Parts,112.61,0.62,12.86,15.74,1.03,-2.69,2.88,5.09,14.0,12.8,1.46,2.0,3.0,2.25,1.35,1.8
MCO,Moody's Corporation,Financial Services,Financial Data & Stock Exchanges,359.54,0.86,31.82,23.83,2.88,1.16,22.82,6.85,31.66,23.04,13.2,9.04,3.59,3.21,1.3,1.06
WMS,"Advanced Drainage Systems, Inc.",Industrials,Building Products & Equipment,120.64,0.46,20.17,16.35,2.25,2.2,10.18,4.83,12.8,13.06,3.56,2.4,1.61,2.04,1.42,7.16
CHX,ChampionX Corporation,Energy,Oil & Gas Equipment & Services,34.23,1.0,14.38,13.13,0.57,0.34,4.01,3.21,10.62,10.91,1.84,2.2,1.02,1.98,2.6,5.12
EBAY,eBay Inc.,Consumer Cyclical,Internet Retail,49.03,2.08,10.85,10.85,1.47,1.47,4.88,4.88,9.95,9.95,2.81,2.81,2.97,2.97,1.36,3.47
LXP,LXP Industrial Trust,Real Estate,REIT—Industrial,10.39,4.87,1039.0,108.81,-204.6,-10.63,1.36,3.07,19.86,23.49,14.08,14.66,6.53,5.99,0.81,4.61
OEC,Orion Engineered Carbons S.A,Basic Materials,Specialty Chemicals,22.45,0.37,7.82,15.71,0.5,0.89,2.89,3.64,6.66,15.3,1.05,2.25,2.78,4.5,1.6,1.01
RM,Regional Management Corp.,Financial Services,Credit Services,34.45,3.53,5.36,14.11,0.31,5.01,1.04,16.12,15.79,16.29,3.32,8.18,12.77,5.94,1.52,3.59
SHYF,"The Shyft Group, Inc.",Industrials,Farm & Heavy Construction Machinery,21.56,0.93,11.17,12.47,1.05,0.91,2.93,2.82,12.21,11.82,0.83,1.24,1.91,2.95,1.96,3.5
POOL,Pool Corporation,Industrials,Industrial Distribution,365.97,1.2,21.84,18.58,5.69,2.72,11.37,7.08,16.32,13.83,2.66,2.04,1.69,1.31,0.98,13.7
EIG,Employers Holdings Inc,Financial Services,Insurance—Specialty,36.13,3.11,10.32,9.57,1.09,1.23,1.0,1.33,10.43,9.96,1.33,2.6,2.0,2.69,0.24,1.33
ELS,"Equity Lifestyle Properties, In",Real Estate,REIT—Residential,66.98,2.66,37.84,66.32,5.89,12.09,8.71,2.7,24.98,20.78,10.96,10.99,5.33,6.27,0.69,1.58
